epoch,loss
0,0.5289548513564196
1,0.48120147715313266
2,0.4714061402010195
3,0.4680305817813584
4,0.4609527829921607
5,0.4672624959187074
6,0.4618496501686597
7,0.4557877796767938
8,0.4541749295261171
9,0.4583198743336128
10,0.4616532980492621
11,0.45230412997982716
12,0.4521898142015091
13,0.45015335949984464
14,0.44827798171476885
15,0.44825167532521065
16,0.446940172441078
17,0.4500505490736528
18,0.445798851895814
19,0.451356943568798
20,0.45095252268242114
21,0.44547307557529875
22,0.44420827642233685
23,0.44547452438961377
24,0.44464061714784064
25,0.44412972749483703
26,0.4452282460048945
27,0.442644254637487
28,0.45815637846185703
29,0.44418495770054633
30,0.4423722175636677
31,0.45032762924228054
32,0.44305913397158037
33,0.4422723354414256
34,0.44163772379509125
35,0.44190849676878763
36,0.44432516408087025
37,0.4420869299257644
38,0.4429505804873476
39,0.443087742123941
40,0.4424152122302489
41,0.44079627614430705
42,0.4408173622507038
43,0.43978821472688157
44,0.439828940082078
45,0.4391790272912594
46,0.43994305859310456
47,0.4389459893257931
48,0.4404266569951568
49,0.4390640093822672
