epoch,loss
0,1.4347651730282138
1,0.8443135334385766
2,0.7650543297782089
3,0.8473731977771027
4,0.6687605441218675
5,0.6261215392989342
6,0.5880907789023235
7,0.5907381452695288
8,0.5300401929050985
9,0.47996334957354
10,0.47331988958999366
11,0.4674607735691649
12,0.4656091853825733
13,0.46292897950519213
14,0.45755432058464396
15,0.45634686368884464
16,0.4549067759754682
17,0.45346699016864855
18,0.45251593842650906
19,0.45063401689433086
20,0.4823268975272323
21,0.4805572423670027
22,0.47039794431190296
23,0.4634731409826664
24,0.4587335981202848
25,0.45796917303644047
26,0.4551809645963438
27,0.4527987752297912
28,0.4511939717362625
29,0.450608173223457
30,0.4560613986217614
31,0.45051993008213814
32,0.45407380464703145
33,0.4517595936252613
34,0.4479720376657717
35,0.4474316120147705
36,0.4461070259111096
37,0.4483365505933762
38,0.4478146638834115
39,0.44677641524208916
40,0.44639272090762555
41,0.44431017050237365
42,0.44492427791007844
43,0.4436375479806553
44,0.44355777905444904
45,0.4430334133030188
46,0.4427383127236607
47,0.44273998905913997
48,0.44229049405666315
49,0.4419477269806043
