epoch,loss
0,0.5090878327386548
1,0.4861926498136135
2,0.4710947497926577
3,0.46612124181155
4,0.46131222163787994
5,0.4790900758721612
6,0.4676187135354437
7,0.46101781205095427
8,0.45860736135280494
9,0.4566283938258585
10,0.45492001233076806
11,0.4569330423769325
12,0.4513360582818889
13,0.45084009312018
14,0.4490542288982507
15,0.45149002171526054
16,0.4475466016868148
17,0.4460679182199517
18,0.44794568603086954
19,0.4469709229589713
20,0.44524258281847445
21,0.4474845061097482
22,0.4441412450689258
23,0.4443125117005724
24,0.4437597654985659
25,0.44334486379767907
26,0.4425701306022779
27,0.44209315671463206
28,0.4423060512301898
29,0.44134104447533384
30,0.4413517571759946
31,0.4429285238487552
32,0.44113986272402483
33,0.44217607162215494
34,0.44068680155758905
35,0.44064810507827334
36,0.4445325373700171
37,0.44041949507564004
38,0.44346023623389424
39,0.44064072876265553
40,0.43972567750347985
41,0.44034825707926895
42,0.4394042264030437
43,0.4406111269286185
44,0.43905198838975695
45,0.44119130144215596
46,0.439344030317634
47,0.43952109226674746
48,0.44121594296561345
49,0.438622438124936
